Genre,Âge,Statut,Revenus,Fumeur?,Cigarettes par jour (week-end),Cigarettes par jour (semaine),Type
Homme,29,Marrié,"15,600 à 20,800",Oui,10,5,Paquets
Homme,76,Veuf,"5,200 à 10,400",Non,0,0,
Homme,26,Marrié,"20,800 à 28,600",Non,0,0,
Femme,47,Divorcé,"20,800 à 28,600",Oui,20,10,Paquets
Homme,72,Divorcé,"10,400 à 15,600",Non,0,0,
Femme,72,Marrié,"Sous 2,600",Non,0,0,
Femme,65,Veuf,"2,600 à 5,200",Non,0,0,
Femme,69,Marrié,"Sous 2,600",Non,0,0,
Femme,61,Marrié,,Non,0,0,
Femme,63,Marrié,,Non,0,0,
Homme,16,Célibataire,,Non,0,0,
Homme,61,Divorcé,"2,600 à 5,200",Non,0,0,
Homme,18,Célibataire,"Sous 2,600",Non,0,0,
Homme,76,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,65,Marrié,"5,200 à 10,400",Non,0,0,
Femme,52,Marrié,"5,200 à 10,400",Non,0,0,
Homme,64,Veuf,"10,400 à 15,600",Non,0,0,
Femme,42,Marrié,"Sous 2,600",Non,0,0,
Homme,40,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,28,Marrié,"20,800 à 28,600",Non,0,0,
Homme,40,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,48,Marrié,"28,600 à 36,400",Non,0,0,
Homme,35,Separated,"20,800 à 28,600",Non,0,0,
Femme,30,Célibataire,"5,200 à 10,400",Oui,3,3,Paquets
Femme,26,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,81,Veuf,"5,200 à 10,400",Non,0,0,
Homme,77,Divorcé,"10,400 à 15,600",Non,0,0,
Femme,25,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,66,Marrié,"Sous 2,600",Non,0,0,
Homme,18,Célibataire,"5,200 à 10,400",Oui,15,15,Paquets
Homme,43,Marrié,"15,600 à 20,800",Non,0,0,
Homme,49,Divorcé,"5,200 à 10,400",Oui,20,6,Les deux
Homme,29,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,20,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,75,Veuf,"Sous 2,600",Oui,25,25,Paquets
Homme,40,Marrié,"20,800 à 28,600",Non,0,0,
Femme,64,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,66,Célibataire,,Non,0,0,
Femme,34,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,76,Divorcé,"28,600 à 36,400",Non,0,0,
Homme,30,Marrié,"Au-dessus 36,400",Oui,1,0,Paquets
Homme,55,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,49,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,38,Separated,"10,400 à 15,600",Non,0,0,
Homme,23,Célibataire,,Oui,10,10,Paquets
Homme,77,Marrié,"15,600 à 20,800",Non,0,0,
Homme,46,Célibataire,"10,400 à 15,600",Oui,8,8,Roulées à la main
Femme,26,Separated,"Sous 2,600",Non,0,0,
Femme,26,Célibataire,"28,600 à 36,400",Oui,10,8,Paquets
Homme,45,Célibataire,"Au-dessus 36,400",Oui,7,2,Paquets
Femme,45,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,61,Marrié,,Non,0,0,
Femme,47,Marrié,"5,200 à 10,400",Non,0,0,
Femme,75,Veuf,"10,400 à 15,600",Oui,10,10,Paquets
Femme,36,Divorcé,"2,600 à 5,200",Oui,30,20,Paquets
Homme,26,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,71,Veuf,"2,600 à 5,200",Oui,25,25,Paquets
Homme,69,Marrié,"5,200 à 10,400",Oui,10,10,Roulées à la main
Homme,38,Célibataire,"28,600 à 36,400",Oui,10,6,Roulées à la main
Femme,21,Célibataire,,Non,0,0,
Homme,26,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,83,Veuf,,Non,0,0,
Femme,56,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,34,Célibataire,"Au-dessus 36,400",Oui,20,20,Paquets
Femme,66,Veuf,"5,200 à 10,400",Non,0,0,
Femme,32,Célibataire,"5,200 à 10,400",Oui,3,3,Roulées à la main
Femme,77,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,70,Marrié,"Sous 2,600",Non,0,0,
Homme,24,Célibataire,"Sous 2,600",Oui,10,10,Les deux
Femme,81,Veuf,"5,200 à 10,400",Non,0,0,
Homme,37,Separated,"2,600 à 5,200",Non,0,0,
Homme,90,Marrié,"2,600 à 5,200",Non,0,0,
Femme,29,Célibataire,"5,200 à 10,400",Oui,6,0,Roulées à la main
Femme,24,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,81,Veuf,"2,600 à 5,200",Non,0,0,
Femme,38,Separated,"5,200 à 10,400",Non,0,0,
Homme,22,Célibataire,"20,800 à 28,600",Oui,0,7,Paquets
Homme,31,Marrié,"5,200 à 10,400",Non,0,0,
Femme,77,Veuf,"2,600 à 5,200",Non,0,0,
Femme,61,Divorcé,"10,400 à 15,600",Oui,5,4,Paquets
Homme,54,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,72,Veuf,"5,200 à 10,400",Non,0,0,
Homme,66,Célibataire,"5,200 à 10,400",Oui,30,30,Paquets
Homme,47,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,76,Veuf,"5,200 à 10,400",Non,0,0,
Homme,41,Marrié,"20,800 à 28,600",Non,0,0,
Femme,80,Veuf,"5,200 à 10,400",Non,0,0,
Femme,63,Marrié,"2,600 à 5,200",Non,0,0,
Homme,29,Marrié,"15,600 à 20,800",Non,0,0,
Femme,40,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,54,Marrié,"10,400 à 15,600",Non,0,0,
Homme,66,Marrié,"10,400 à 15,600",Oui,5,55,Paquets
Homme,69,Marrié,"10,400 à 15,600",Non,0,0,
Homme,51,Marrié,"15,600 à 20,800",Non,0,0,
Homme,70,Veuf,"5,200 à 10,400",Non,0,0,
Femme,36,Marrié,"2,600 à 5,200",Oui,10,1,Paquets
Femme,73,Marrié,"Sous 2,600",Non,0,0,
Homme,72,Marrié,"2,600 à 5,200",Non,0,0,
Femme,18,Célibataire,"Sous 2,600",Non,0,0,
Femme,57,Marrié,"Sous 2,600",Non,0,0,
Homme,21,Célibataire,,Non,0,0,
Homme,64,Marrié,"5,200 à 10,400",Non,0,0,
Femme,39,Marrié,"20,800 à 28,600",Non,0,0,
Femme,37,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,36,Marrié,"Sous 2,600",Oui,5,1,Paquets
Femme,37,Marrié,"10,400 à 15,600",Non,0,0,
Homme,79,Marrié,"2,600 à 5,200",Non,0,0,
Femme,49,Marrié,"5,200 à 10,400",Non,0,0,
Femme,30,Marrié,"5,200 à 10,400",Non,0,0,
Femme,27,Célibataire,"20,800 à 28,600",Non,0,0,
Homme,16,Célibataire,"Sous 2,600",Non,0,0,
Homme,40,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,45,Separated,"15,600 à 20,800",Non,0,0,
Femme,78,Veuf,"5,200 à 10,400",Non,0,0,
Femme,59,Marrié,"5,200 à 10,400",Non,0,0,
Femme,93,Veuf,"5,200 à 10,400",Oui,0,3,Paquets
Femme,33,Marrié,"10,400 à 15,600",Non,0,0,
Femme,57,Divorcé,"15,600 à 20,800",Non,0,0,
Femme,53,Célibataire,"2,600 à 5,200",Oui,4,4,Paquets
Femme,54,Divorcé,"2,600 à 5,200",Non,0,0,
Femme,33,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,52,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,31,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,54,Marrié,"28,600 à 36,400",Non,0,0,
Femme,41,Marrié,"20,800 à 28,600",Oui,10,10,Paquets
Femme,23,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,81,Veuf,"Sous 2,600",Non,0,0,
Femme,17,Célibataire,,Non,0,0,
Homme,73,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,62,Marrié,"20,800 à 28,600",Non,0,0,
Femme,73,Marrié,"10,400 à 15,600",Oui,16,16,Paquets
Homme,22,Célibataire,"20,800 à 28,600",Oui,15,15,Les deux
Femme,18,Célibataire,"Sous 2,600",Non,0,0,
Femme,86,Veuf,"10,400 à 15,600",Oui,7,7,Paquets
Femme,54,Marrié,"20,800 à 28,600",Oui,20,20,Paquets
Femme,55,Marrié,"20,800 à 28,600",Non,0,0,
Femme,22,Célibataire,"20,800 à 28,600",Oui,15,15,Paquets
Femme,30,Marrié,"5,200 à 10,400",Non,0,0,
Femme,25,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,54,Divorcé,"Sous 2,600",Oui,15,10,Paquets
Homme,36,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,40,Marrié,"Sous 2,600",Non,0,0,
Femme,51,Divorcé,"2,600 à 5,200",Oui,10,2,Paquets
Homme,44,Marrié,"10,400 à 15,600",Non,0,0,
Femme,26,Célibataire,"Sous 2,600",Oui,5,0,Paquets
Homme,73,Marrié,"5,200 à 10,400",Non,0,0,
Femme,36,Marrié,"15,600 à 20,800",Non,0,0,
Homme,69,Veuf,"5,200 à 10,400",Non,0,0,
Femme,41,Marrié,"10,400 à 15,600",Non,0,0,
Homme,40,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,82,Marrié,"2,600 à 5,200",Oui,3,3,Paquets
Homme,27,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,35,Célibataire,"20,800 à 28,600",Non,0,0,
Homme,35,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,33,Marrié,"28,600 à 36,400",Non,0,0,
Femme,41,Divorcé,"2,600 à 5,200",Oui,20,20,Paquets
Femme,26,Separated,"5,200 à 10,400",Non,0,0,
Femme,55,Marrié,,Non,0,0,
Homme,18,Célibataire,"Sous 2,600",Non,0,0,
Femme,68,Marrié,"5,200 à 10,400",Non,0,0,
Femme,43,Célibataire,"10,400 à 15,600",Non,0,0,
Homme,58,Marrié,"20,800 à 28,600",Non,0,0,
Femme,39,Marrié,"5,200 à 10,400",Non,0,0,
Femme,54,Separated,"2,600 à 5,200",Non,0,0,
Femme,62,Marrié,"28,600 à 36,400",Non,0,0,
Femme,40,Marrié,"10,400 à 15,600",Oui,2,0,Les deux
Femme,59,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,57,Divorcé,"20,800 à 28,600",Non,0,0,
Femme,42,Célibataire,"5,200 à 10,400",Oui,25,10,Paquets
Femme,48,Separated,"20,800 à 28,600",Oui,25,25,Paquets
Femme,45,Divorcé,"20,800 à 28,600",Oui,15,10,Paquets
Femme,24,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,66,Veuf,"10,400 à 15,600",Non,0,0,
Homme,63,Célibataire,"10,400 à 15,600",Oui,20,20,Paquets
Homme,28,Célibataire,,Non,0,0,
Homme,59,Divorcé,"20,800 à 28,600",Non,0,0,
Homme,50,Marrié,"20,800 à 28,600",Non,0,0,
Femme,41,Separated,"10,400 à 15,600",Non,0,0,
Femme,76,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,24,Célibataire,"15,600 à 20,800",Oui,15,20,Paquets
Femme,25,Célibataire,"20,800 à 28,600",Oui,5,2,Paquets
Femme,33,Veuf,"5,200 à 10,400",Non,0,0,
Homme,31,Célibataire,"28,600 à 36,400",Non,0,0,
Femme,33,Célibataire,"5,200 à 10,400",Oui,10,8,Paquets
Femme,37,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,81,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,36,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,64,Marrié,"10,400 à 15,600",Oui,15,7,Roulées à la main
Homme,51,Marrié,"5,200 à 10,400",Non,0,0,
Femme,19,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,18,Célibataire,,Non,0,0,
Homme,31,Marrié,"Au-dessus 36,400",Oui,10,5,Les deux
Femme,24,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,18,Célibataire,"Sous 2,600",Oui,20,10,Paquets
Homme,22,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,26,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,33,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,17,Célibataire,"Sous 2,600",Oui,20,10,Paquets
Homme,37,Célibataire,"10,400 à 15,600",Oui,20,10,Paquets
Homme,60,Marrié,"2,600 à 5,200",Non,0,0,
Homme,80,Marrié,"2,600 à 5,200",Non,0,0,
Homme,68,Marrié,"10,400 à 15,600",Oui,7,7,Paquets
Femme,65,Marrié,"5,200 à 10,400",Non,0,0,
Homme,42,Marrié,"10,400 à 15,600",Non,0,0,
Femme,48,Marrié,"15,600 à 20,800",Non,0,0,
Homme,46,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,44,Marrié,"28,600 à 36,400",Non,0,0,
Femme,29,Marrié,"10,400 à 15,600",Oui,10,5,Paquets
Homme,38,Marrié,"15,600 à 20,800",Non,0,0,
Femme,52,Marrié,,Non,0,0,
Homme,48,Divorcé,"Au-dessus 36,400",Non,0,0,
Homme,65,Marrié,"10,400 à 15,600",Non,0,0,
Homme,27,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,37,Marrié,"2,600 à 5,200",Non,0,0,
Femme,42,Marrié,"Sous 2,600",Non,0,0,
Homme,53,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,66,Veuf,,Oui,20,20,Paquets
Femme,20,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,62,Marrié,,Non,0,0,
Homme,18,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,69,Marrié,"5,200 à 10,400",Non,0,0,
Homme,63,Divorcé,"Au-dessus 36,400",Oui,2,1,Paquets
Homme,41,Marrié,"28,600 à 36,400",Non,0,0,
Homme,74,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,20,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,18,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,28,Célibataire,"5,200 à 10,400",Oui,10,10,Roulées à la main
Homme,49,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,64,Marrié,"5,200 à 10,400",Non,0,0,
Femme,69,Veuf,"5,200 à 10,400",Non,0,0,
Femme,33,Separated,"5,200 à 10,400",Non,0,0,
Femme,22,Célibataire,"10,400 à 15,600",Oui,15,7,Paquets
Femme,63,Marrié,"10,400 à 15,600",Non,0,0,
Femme,93,Veuf,"2,600 à 5,200",Non,0,0,
Femme,65,Marrié,"Sous 2,600",Non,0,0,
Femme,33,Marrié,"10,400 à 15,600",Oui,20,10,Paquets
Femme,38,Marrié,"2,600 à 5,200",Non,0,0,
Femme,29,Célibataire,"Sous 2,600",Oui,10,10,Paquets
Homme,59,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,37,Célibataire,"Au-dessus 36,400",Non,0,0,
Homme,51,Célibataire,"20,800 à 28,600",Oui,20,20,Paquets
Femme,33,Marrié,,Non,0,0,
Femme,80,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,49,Marrié,"15,600 à 20,800",Non,0,0,
Femme,38,Marrié,"20,800 à 28,600",Non,0,0,
Homme,45,Célibataire,"Au-dessus 36,400",Oui,10,20,Paquets
Femme,58,Marrié,"20,800 à 28,600",Non,0,0,
Femme,63,Marrié,"2,600 à 5,200",Non,0,0,
Femme,69,Marrié,"2,600 à 5,200",Non,0,0,
Homme,86,Veuf,"20,800 à 28,600",Non,0,0,
Femme,66,Veuf,"20,800 à 28,600",Non,0,0,
Homme,61,Marrié,"5,200 à 10,400",Non,0,0,
Femme,62,Separated,"15,600 à 20,800",Non,0,0,
Femme,89,Veuf,"2,600 à 5,200",Non,0,0,
Femme,72,Veuf,"20,800 à 28,600",Non,0,0,
Homme,64,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,58,Marrié,"28,600 à 36,400",Non,0,0,
Femme,80,Veuf,"10,400 à 15,600",Non,0,0,
Femme,61,Marrié,"5,200 à 10,400",Non,0,0,
Femme,34,Marrié,"5,200 à 10,400",Non,0,0,
Femme,36,Marrié,"Sous 2,600",Oui,5,3,Paquets
Femme,34,Divorcé,"10,400 à 15,600",Oui,20,10,Paquets
Femme,40,Célibataire,"Au-dessus 36,400",Non,0,0,
Homme,53,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,31,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,86,Separated,"2,600 à 5,200",Non,0,0,
Femme,46,Marrié,"5,200 à 10,400",Oui,20,20,Paquets
Homme,34,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,44,Célibataire,"28,600 à 36,400",Non,0,0,
Femme,69,Veuf,"5,200 à 10,400",Non,0,0,
Femme,56,Veuf,"15,600 à 20,800",Non,0,0,
Homme,79,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,41,Separated,"5,200 à 10,400",Oui,30,15,Paquets
Homme,34,Divorcé,"Au-dessus 36,400",Oui,30,15,Paquets
Homme,47,Célibataire,"2,600 à 5,200",Oui,40,40,Paquets
Homme,46,Marrié,"15,600 à 20,800",Non,0,0,
Femme,30,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,19,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,45,Marrié,"28,600 à 36,400",Non,0,0,
Femme,24,Célibataire,"10,400 à 15,600",Non,0,0,
Homme,42,Marrié,"20,800 à 28,600",Non,0,0,
Homme,32,Marrié,"15,600 à 20,800",Non,0,0,
Homme,32,Célibataire,"10,400 à 15,600",Oui,20,20,Paquets
Femme,28,Célibataire,"Sous 2,600",Oui,5,5,Paquets
Femme,78,Veuf,"10,400 à 15,600",Non,0,0,
Homme,42,Divorcé,"15,600 à 20,800",Oui,20,20,Roulées à la main
Femme,27,Marrié,"28,600 à 36,400",Non,0,0,
Femme,57,Marrié,,Non,0,0,
Femme,24,Célibataire,,Non,0,0,
Femme,71,Marrié,"2,600 à 5,200",Non,0,0,
Homme,51,Marrié,"20,800 à 28,600",Non,0,0,
Homme,66,Veuf,"10,400 à 15,600",Non,0,0,
Femme,73,Separated,"2,600 à 5,200",Non,0,0,
Homme,18,Célibataire,,Oui,10,10,Paquets
Homme,50,Divorcé,"20,800 à 28,600",Oui,10,5,Paquets
Femme,79,Veuf,"5,200 à 10,400",Oui,5,5,Paquets
Femme,22,Célibataire,"Sous 2,600",Oui,10,5,Paquets
Homme,45,Divorcé,"10,400 à 15,600",Non,0,0,
Femme,53,Marrié,,Non,0,0,
Homme,77,Marrié,"2,600 à 5,200",Oui,15,15,Paquets
Femme,64,Veuf,"5,200 à 10,400",Non,0,0,
Homme,39,Marrié,"Sous 2,600",Non,0,0,
Homme,54,Veuf,"5,200 à 10,400",Oui,10,20,Les deux
Homme,17,Célibataire,,Non,0,0,
Homme,78,Marrié,"5,200 à 10,400",Non,0,0,
Homme,50,Célibataire,"20,800 à 28,600",Oui,12,6,Paquets
Homme,41,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,48,Divorcé,"2,600 à 5,200",Oui,40,20,Paquets
Homme,25,Marrié,"15,600 à 20,800",Non,0,0,
Homme,18,Marrié,"2,600 à 5,200",Non,0,0,
Femme,58,Marrié,"10,400 à 15,600",Non,0,0,
Femme,79,Veuf,"20,800 à 28,600",Non,0,0,
Homme,62,Marrié,"2,600 à 5,200",Oui,10,10,Roulées à la main
Femme,36,Marrié,"Sous 2,600",Non,0,0,
Femme,38,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,19,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,45,Separated,"5,200 à 10,400",Non,0,0,
Homme,54,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,69,Veuf,"15,600 à 20,800",Non,0,0,
Femme,65,Veuf,"10,400 à 15,600",Non,0,0,
Homme,31,Marrié,"20,800 à 28,600",Non,0,0,
Femme,31,Marrié,"2,600 à 5,200",Non,0,0,
Femme,46,Célibataire,"2,600 à 5,200",Oui,20,20,Paquets
Homme,37,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,72,Marrié,,Non,0,0,
Homme,59,Marrié,"20,800 à 28,600",Non,0,0,
Femme,82,Veuf,,Non,0,0,
Homme,81,Veuf,"28,600 à 36,400",Non,0,0,
Femme,65,Veuf,"2,600 à 5,200",Non,0,0,
Femme,48,Divorcé,"15,600 à 20,800",Oui,5,5,Roulées à la main
Homme,49,Divorcé,"Au-dessus 36,400",Oui,15,10,Paquets
Homme,35,Célibataire,"2,600 à 5,200",Oui,60,40,Paquets
Femme,73,Marrié,"5,200 à 10,400",Non,0,0,
Femme,80,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,55,Marrié,"28,600 à 36,400",Non,0,0,
Homme,78,Veuf,,Non,0,0,
Femme,45,Célibataire,,Oui,20,20,Paquets
Homme,39,Marrié,"20,800 à 28,600",Oui,20,10,Paquets
Homme,75,Marrié,"5,200 à 10,400",Non,0,0,
Homme,65,Marrié,"5,200 à 10,400",Non,0,0,
Homme,79,Divorcé,"2,600 à 5,200",Non,0,0,
Homme,75,Marrié,"20,800 à 28,600",Non,0,0,
Femme,69,Marrié,"5,200 à 10,400",Non,0,0,
Femme,57,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,29,Célibataire,"20,800 à 28,600",Non,0,0,
Homme,54,Marrié,"20,800 à 28,600",Oui,30,30,Paquets
Homme,29,Marrié,"20,800 à 28,600",Non,0,0,
Homme,42,Divorcé,"10,400 à 15,600",Non,0,0,
Homme,28,Célibataire,"15,600 à 20,800",Oui,5,5,Roulées à la main
Femme,65,Veuf,"15,600 à 20,800",Non,0,0,
Homme,37,Marrié,"Au-dessus 36,400",Oui,0,4,Paquets
Femme,35,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,33,Célibataire,"15,600 à 20,800",Oui,10,6,Les deux
Homme,52,Marrié,"5,200 à 10,400",Oui,40,40,Paquets
Homme,57,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,31,Célibataire,"15,600 à 20,800",Non,0,0,
Homme,73,Marrié,"5,200 à 10,400",Non,0,0,
Homme,43,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,38,Célibataire,"28,600 à 36,400",Non,0,0,
Femme,43,Marrié,"Au-dessus 36,400",Oui,12,12,Paquets
Femme,55,Marrié,"20,800 à 28,600",Non,0,0,
Homme,59,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,33,Marrié,"20,800 à 28,600",Non,0,0,
Femme,41,Marrié,"5,200 à 10,400",Oui,20,20,Paquets
Femme,46,Marrié,"5,200 à 10,400",Oui,20,20,Paquets
Homme,57,Marrié,"Au-dessus 36,400",Oui,35,35,Paquets
Homme,40,Célibataire,"15,600 à 20,800",Non,0,0,
Homme,57,Marrié,"5,200 à 10,400",Non,0,0,
Femme,39,Marrié,"10,400 à 15,600",Oui,10,7,Paquets
Homme,67,Marrié,"5,200 à 10,400",Oui,5,5,Roulées à la main
Femme,46,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,39,Marrié,"28,600 à 36,400",Non,0,0,
Femme,55,Marrié,,Non,0,0,
Homme,50,Marrié,"15,600 à 20,800",Oui,15,10,Roulées à la main
Femme,70,Veuf,"5,200 à 10,400",Non,0,0,
Femme,44,Marrié,"Sous 2,600",Non,0,0,
Femme,33,Marrié,"Sous 2,600",Non,0,0,
Homme,69,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,70,Marrié,"Sous 2,600",Oui,10,10,Paquets
Femme,62,Veuf,,Non,0,0,
Femme,31,Marrié,"Sous 2,600",Non,0,0,
Homme,70,Marrié,"10,400 à 15,600",Non,0,0,
Homme,32,Marrié,"28,600 à 36,400",Non,0,0,
Femme,75,Divorcé,,Non,0,0,
Homme,47,Marrié,"20,800 à 28,600",Non,0,0,
Homme,57,Marrié,"20,800 à 28,600",Non,0,0,
Homme,86,Veuf,"5,200 à 10,400",Non,0,0,
Femme,32,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,46,Célibataire,"10,400 à 15,600",Oui,15,15,Paquets
Homme,51,Célibataire,"Sous 2,600",Oui,10,10,Paquets
Femme,69,Marrié,"10,400 à 15,600",Non,0,0,
Femme,73,Marrié,"2,600 à 5,200",Non,0,0,
Femme,32,Célibataire,"15,600 à 20,800",Oui,20,20,Paquets
Femme,75,Marrié,,Non,0,0,
Femme,54,Veuf,"20,800 à 28,600",Oui,25,25,Paquets
Femme,51,Marrié,"10,400 à 15,600",Non,0,0,
Femme,35,Marrié,"10,400 à 15,600",Non,0,0,
Homme,38,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,72,Marrié,"5,200 à 10,400",Non,0,0,
Femme,66,Marrié,,Non,0,0,
Femme,59,Marrié,"2,600 à 5,200",Non,0,0,
Homme,70,Marrié,"20,800 à 28,600",Non,0,0,
Homme,44,Célibataire,,Non,0,0,
Femme,67,Marrié,"5,200 à 10,400",Non,0,0,
Homme,35,Marrié,"20,800 à 28,600",Non,0,0,
Femme,33,Marrié,"5,200 à 10,400",Non,0,0,
Homme,17,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,45,Marrié,"Sous 2,600",Non,0,0,
Femme,57,Marrié,"5,200 à 10,400",Non,0,0,
Femme,18,Célibataire,"Sous 2,600",Non,0,0,
Homme,68,Separated,"15,600 à 20,800",Non,0,0,
Femme,27,Célibataire,"15,600 à 20,800",Oui,12,15,Roulées à la main
Femme,40,Marrié,"Sous 2,600",Oui,30,18,Paquets
Homme,77,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,77,Marrié,"2,600 à 5,200",Non,0,0,
Homme,75,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,39,Marrié,"15,600 à 20,800",Oui,15,15,Paquets
Femme,21,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,59,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,27,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,67,Marrié,"2,600 à 5,200",Non,0,0,
Femme,50,Célibataire,"20,800 à 28,600",Non,0,0,
